Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price to be sold at,Quantity sold,Tax 5%,Total,Date,Time,Payment,COGS,gross margin percentage(unit),gross profit,Rating
406-46-7107,A,Yangon,Normal,Female,Home and lifestyle,96.52,6,28.96,608.08,1/11/2019,11:52,Cash,185.32,68,393.8,4.5
250-17-5703,A,Yangon,Member,Male,Food and beverages,18.85,10,9.43,197.93,2/27/2019,18:24,Ewallet,62.21,67,126.3,5.6
156-95-3964,A,Yangon,Normal,Female,Food and beverages,55.39,4,11.08,232.64,3/25/2019,15:19,Ewallet,101.92,54,119.64,8
842-40-8179,B,Mandalay,Member,Female,Food and beverages,77.2,10,38.6,810.6,2/11/2019,10:38,Credit card,339.68,56,432.32,5.6
525-09-8450,B,Mandalay,Normal,Male,Electronic accessories,72.13,10,36.07,757.37,1/31/2019,15:12,Credit card,295.73,59,425.57,4.2
410-67-1709,A,Yangon,Member,Female,Fashion accessories,63.88,8,25.55,536.59,1/20/2019,17:48,Ewallet,158.42,69,352.62,9.9
587-73-4862,A,Yangon,Member,Female,Health and beauty,10.69,5,2.67,56.12,3/26/2019,11:07,Ewallet,16.57,69,36.88,7.6
787-87-2010,A,Yangon,Member,Male,Health and beauty,55.5,4,11.1,233.1,1/20/2019,15:48,Credit card,82.14,63,139.86,6.6
593-14-4239,B,Mandalay,Normal,Female,Home and lifestyle,95.46,8,38.18,801.86,3/5/2019,19:40,Ewallet,252.01,67,511.67,4.7
801-88-0346,C,Naypyitaw,Normal,Female,Fashion accessories,76.06,3,11.41,239.59,1/5/2019,20:30,Credit card,104.96,54,123.22,9.8
388-76-2555,B,Mandalay,Normal,Male,Sports and travel,13.69,6,4.11,86.25,2/13/2019,13:59,Cash,35.32,57,46.82,6.3
711-31-1234,B,Mandalay,Normal,Female,Electronic accessories,95.64,4,19.13,401.69,3/16/2019,18:51,Cash,156.85,59,225.71,7.9
886-54-6089,A,Yangon,Normal,Female,Home and lifestyle,11.43,6,3.43,72.01,1/15/2019,17:24,Cash,21.95,68,46.63,7.7
707-32-7409,B,Mandalay,Member,Female,Sports and travel,95.54,4,19.11,401.27,2/26/2019,11:58,Ewallet,160.51,58,221.65,4.5
759-98-4285,C,Naypyitaw,Member,Female,Health and beauty,85.87,7,30.05,631.14,2/27/2019,19:01,Credit card,198.36,67,402.73,8
201-63-8275,C,Naypyitaw,Member,Female,Sports and travel,67.99,7,23.8,499.73,2/17/2019,16:50,Ewallet,166.58,65,309.35,5.7
471-06-8611,C,Naypyitaw,Normal,Female,Food and beverages,52.42,1,2.62,55.04,2/6/2019,10:22,Credit card,17.82,66,34.6,6.3
200-16-5952,C,Naypyitaw,Member,Male,Food and beverages,65.65,2,6.57,137.87,1/17/2019,16:46,Cash,42.02,68,89.28,6
120-54-2248,B,Mandalay,Normal,Female,Food and beverages,28.86,5,7.22,151.52,1/22/2019,18:08,Credit card,70.71,51,73.59,8
102-77-2261,C,Naypyitaw,Member,Male,Health and beauty,65.31,7,22.86,480.03,3/5/2019,18:02,Credit card,219.44,52,237.73,4.2
875-31-8302,B,Mandalay,Normal,Male,Sports and travel,93.38,1,4.67,98.05,1/3/2019,13:07,Cash,31.75,66,61.63,9.6
102-06-2002,C,Naypyitaw,Member,Male,Sports and travel,25.25,5,6.31,132.56,3/20/2019,17:52,Cash,61.86,51,64.39,6.1
457-94-0464,B,Mandalay,Member,Male,Electronic accessories,87.87,9,39.54,830.37,1/31/2019,20:32,Ewallet,237.25,70,553.58,5.6
629-42-4133,C,Naypyitaw,Normal,Male,Health and beauty,21.8,8,8.72,183.12,2/19/2019,19:24,Cash,83.71,52,90.69,8.3
534-53-3526,A,Yangon,Normal,Female,Sports and travel,94.76,4,18.95,397.99,2/11/2019,16:06,Ewallet,185.73,51,193.31,7.8
307-04-2070,A,Yangon,Member,Female,Fashion accessories,30.62,1,1.53,32.15,2/5/2019,14:14,Credit card,11.33,63,19.29,4.1
468-99-7231,C,Naypyitaw,Normal,Female,Home and lifestyle,44.01,8,17.6,369.68,3/3/2019,17:36,Cash,165.48,53,186.6,8.8
516-77-6464,C,Naypyitaw,Member,Female,Health and beauty,10.16,5,2.54,53.34,2/24/2019,13:08,Ewallet,22.35,56,28.45,4.1
404-91-5964,A,Yangon,Normal,Male,Electronic accessories,74.58,7,26.1,548.16,2/4/2019,16:09,Credit card,255.81,51,266.25,9
886-77-9084,C,Naypyitaw,Normal,Male,Electronic accessories,71.89,8,28.76,603.88,2/19/2019,11:33,Ewallet,230.05,60,345.07,5.5
790-38-4466,C,Naypyitaw,Normal,Female,Health and beauty,10.99,5,2.75,57.7,1/23/2019,10:18,Credit card,23.08,58,31.87,9.3
704-10-4056,C,Naypyitaw,Member,Male,Health and beauty,60.47,3,9.07,190.48,1/14/2019,10:55,Credit card,88.89,51,92.52,5.6
497-37-6538,A,Yangon,Normal,Male,Sports and travel,58.91,7,20.62,432.99,1/17/2019,15:15,Ewallet,169.07,59,243.3,9.7
651-96-5970,A,Yangon,Normal,Male,Fashion accessories,46.41,1,2.32,48.73,3/3/2019,20:06,Credit card,14.85,68,31.56,4
400-80-4065,C,Naypyitaw,Member,Male,Health and beauty,68.55,4,13.71,287.91,2/15/2019,20:21,Credit card,131.62,52,142.58,9.2
744-16-7898,B,Mandalay,Normal,Female,Home and lifestyle,97.37,10,48.69,1022.39,1/15/2019,13:48,Credit card,408.95,58,564.75,4.9
263-12-5321,A,Yangon,Member,Male,Electronic accessories,92.6,7,32.41,680.61,2/27/2019,12:52,Credit card,239.83,63,408.37,9.3
702-72-0487,A,Yangon,Normal,Female,Electronic accessories,46.61,2,4.66,97.88,2/26/2019,12:28,Credit card,45.68,51,47.54,6.6
605-83-1050,B,Mandalay,Normal,Male,Fashion accessories,27.18,2,2.72,57.08,3/15/2019,16:26,Ewallet,26.09,52,28.27,4.3
443-60-9639,C,Naypyitaw,Member,Female,Home and lifestyle,60.87,1,3.04,63.91,1/24/2019,13:24,Cash,28.61,53,32.26,5.5
864-24-7918,A,Yangon,Member,Female,Sports and travel,24.49,10,12.25,257.15,2/22/2019,15:15,Cash,73.47,70,171.43,8.1
359-94-5395,B,Mandalay,Normal,Male,Health and beauty,92.78,1,4.64,97.42,3/15/2019,10:50,Credit card,28.76,69,64.02,9.8
401-09-4232,C,Naypyitaw,Member,Male,Home and lifestyle,86.69,5,21.67,455.12,2/11/2019,18:38,Ewallet,130.04,70,303.42,9.4
751-15-6198,B,Mandalay,Normal,Male,Sports and travel,23.01,6,6.9,144.96,1/12/2019,16:45,Ewallet,49.7,64,88.36,7.9
324-41-6833,C,Naypyitaw,Member,Female,Electronic accessories,30.2,8,12.08,253.68,3/3/2019,19:30,Ewallet,89.39,63,152.21,5.1
474-33-8305,C,Naypyitaw,Member,Male,Fashion accessories,67.39,7,23.59,495.32,3/23/2019,13:23,Ewallet,212.28,55,259.45,6.9
759-29-9521,A,Yangon,Member,Female,Fashion accessories,48.96,9,22.03,462.67,3/4/2019,11:27,Cash,211.51,52,229.13,8
831-81-6575,B,Mandalay,Member,Female,Electronic accessories,75.59,9,34.02,714.33,2/23/2019,11:12,Cash,224.5,67,455.81,8
220-68-6701,A,Yangon,Normal,Female,Home and lifestyle,77.47,4,15.49,325.37,3/17/2019,16:36,Cash,111.56,64,198.32,4.2
618-34-8551,A,Yangon,Normal,Female,Sports and travel,93.18,2,9.32,195.68,1/16/2019,18:41,Credit card,72.68,61,113.68,8.5
257-60-7754,A,Yangon,Normal,Female,Electronic accessories,50.23,4,10.05,210.97,1/8/2019,17:12,Cash,62.29,69,138.63,9
559-61-5987,B,Mandalay,Normal,Female,Health and beauty,17.75,1,0.89,18.64,1/14/2019,10:38,Cash,8.52,52,9.23,8.6
189-55-2313,C,Naypyitaw,Normal,Female,Fashion accessories,62.18,10,31.09,652.89,1/31/2019,10:33,Ewallet,292.25,53,329.55,6
565-91-4567,B,Mandalay,Normal,Male,Health and beauty,10.75,8,4.3,90.3,3/15/2019,14:38,Ewallet,40.42,53,45.58,6.2
380-60-5336,A,Yangon,Normal,Female,Electronic accessories,40.26,10,20.13,422.73,2/24/2019,18:06,Credit card,161.04,60,241.56,5
815-04-6282,C,Naypyitaw,Member,Female,Sports and travel,64.97,5,16.24,341.09,2/8/2019,12:52,Credit card,162.43,50,162.43,6.5
674-56-6360,A,Yangon,Normal,Male,Electronic accessories,95.15,1,4.76,99.91,3/22/2019,14:00,Cash,42.82,55,52.33,6
778-34-2523,A,Yangon,Member,Female,Electronic accessories,48.62,8,19.45,408.41,1/24/2019,10:57,Cash,175.03,55,213.93,5
499-27-7781,B,Mandalay,Normal,Female,Food and beverages,53.21,8,21.28,446.96,3/14/2019,16:45,Ewallet,127.7,70,297.98,5
477-59-2456,C,Naypyitaw,Normal,Female,Fashion accessories,45.44,7,15.9,333.98,1/23/2019,11:15,Cash,136.77,57,181.31,9.2
832-51-6761,A,Yangon,Normal,Male,Food and beverages,33.88,8,13.55,284.59,1/19/2019,20:29,Ewallet,108.42,60,162.62,9.6
869-11-3082,B,Mandalay,Member,Male,Health and beauty,96.16,4,19.23,403.87,1/27/2019,20:03,Credit card,165.4,57,219.24,8.4
190-59-3964,B,Mandalay,Member,Male,Food and beverages,47.16,5,11.79,247.59,2/3/2019,14:35,Credit card,82.53,65,153.27,6
366-43-6862,B,Mandalay,Normal,Male,Electronic accessories,52.89,4,10.58,222.14,3/25/2019,16:32,Ewallet,80.39,62,131.17,6.7
186-43-8965,A,Yangon,Member,Female,Home and lifestyle,47.68,2,4.77,100.13,2/24/2019,10:10,Credit card,40.05,58,55.31,4.1
784-21-9238,C,Naypyitaw,Member,Male,Sports and travel,10.17,1,0.51,10.68,2/7/2019,14:15,Cash,4.68,54,5.49,5.9
276-75-6884,A,Yangon,Normal,Female,Health and beauty,68.71,3,10.31,216.44,3/4/2019,10:05,Cash,101,51,105.13,8.7
109-86-4363,B,Mandalay,Member,Female,Sports and travel,60.08,7,21.03,441.59,2/14/2019,11:36,Credit card,201.87,52,218.69,4.5
569-76-2760,A,Yangon,Member,Female,Sports and travel,22.01,4,4.4,92.44,1/29/2019,18:15,Credit card,32.57,63,55.47,6.6
222-42-0244,B,Mandalay,Member,Female,Health and beauty,72.11,9,32.45,681.44,1/28/2019,13:53,Credit card,246.62,62,402.37,7.7
760-53-9233,A,Yangon,Member,Male,Fashion accessories,41.28,3,6.19,130.03,3/26/2019,18:37,Credit card,48.3,61,75.54,8.5
538-22-0304,C,Naypyitaw,Normal,Male,Electronic accessories,64.95,10,32.48,681.98,3/24/2019,18:27,Cash,233.82,64,415.68,5.2
416-17-9926,A,Yangon,Member,Female,Electronic accessories,74.22,10,37.11,779.31,1/1/2019,14:42,Credit card,222.66,70,519.54,4.3
237-44-6163,A,Yangon,Normal,Male,Electronic accessories,10.56,8,4.22,88.7,1/24/2019,17:43,Cash,41.4,51,43.08,7.6
636-17-0325,B,Mandalay,Normal,Male,Health and beauty,62.57,4,12.51,262.79,2/25/2019,18:37,Cash,87.6,65,162.68,9.5
343-75-9322,B,Mandalay,Member,Female,Sports and travel,11.85,8,4.74,99.54,1/9/2019,16:34,Cash,38.87,59,55.93,4.1
528-14-9470,A,Yangon,Member,Male,Health and beauty,91.3,1,4.57,95.87,2/14/2019,14:42,Ewallet,36.52,60,54.78,9.2
427-45-9297,B,Mandalay,Member,Female,Home and lifestyle,40.73,7,14.26,299.37,3/12/2019,11:01,Ewallet,96.94,66,188.17,5.4
807-34-3742,A,Yangon,Normal,Male,Fashion accessories,52.38,1,2.62,55,3/26/2019,19:44,Cash,17.29,67,35.09,5.8
288-62-1085,A,Yangon,Member,Male,Fashion accessories,38.54,5,9.64,202.34,1/9/2019,13:34,Ewallet,63.59,67,129.11,5.6
670-71-7306,B,Mandalay,Normal,Male,Sports and travel,44.63,6,13.39,281.17,1/2/2019,20:08,Credit card,101.76,62,166.02,5.1
660-29-7083,C,Naypyitaw,Normal,Male,Electronic accessories,55.87,10,27.94,586.64,1/15/2019,15:01,Cash,173.2,69,385.5,5.8
271-77-8740,C,Naypyitaw,Member,Female,Sports and travel,29.22,6,8.77,184.09,1/1/2019,11:40,Ewallet,71.88,59,103.44,5
497-36-0989,A,Yangon,Normal,Male,Fashion accessories,51.94,3,7.79,163.61,2/15/2019,15:21,Cash,70.12,55,85.7,7.9
291-59-1384,B,Mandalay,Normal,Male,Electronic accessories,60.3,1,3.02,63.32,2/28/2019,17:38,Cash,24.12,60,36.18,6
860-73-6466,A,Yangon,Member,Female,Sports and travel,39.47,2,3.95,82.89,3/2/2019,16:16,Credit card,29.21,63,49.73,5
549-23-9016,C,Naypyitaw,Member,Female,Food and beverages,14.87,2,1.49,31.23,2/13/2019,18:15,Credit card,13.68,54,16.06,8.9
896-34-0956,A,Yangon,Normal,Male,Fashion accessories,21.32,1,1.07,22.39,1/26/2019,12:43,Cash,8.31,61,13.01,5.9
804-38-3935,A,Yangon,Member,Male,Electronic accessories,93.78,3,14.07,295.41,1/30/2019,11:32,Credit card,120.98,57,160.36,5.9
585-90-0249,A,Yangon,Member,Male,Electronic accessories,73.26,1,3.66,76.92,1/27/2019,18:08,Ewallet,25.64,65,47.62,9.7
862-29-5914,C,Naypyitaw,Normal,Female,Sports and travel,22.38,1,1.12,23.5,1/30/2019,17:08,Credit card,11.19,50,11.19,8.6
845-94-6841,C,Naypyitaw,Member,Female,Food and beverages,72.88,9,32.8,688.72,1/8/2019,19:38,Cash,209.89,68,446.03,4
125-45-2293,A,Yangon,Normal,Female,Fashion accessories,99.1,6,29.73,624.33,1/19/2019,13:11,Cash,178.38,70,416.22,4.2
843-73-4724,A,Yangon,Normal,Male,Fashion accessories,74.1,1,3.71,77.81,1/25/2019,11:05,Cash,24.45,67,49.65,9.2
409-33-9708,A,Yangon,Normal,Female,Fashion accessories,98.48,2,9.85,206.81,2/19/2019,10:12,Ewallet,88.63,55,108.33,9.2
658-66-3967,C,Naypyitaw,Normal,Male,Health and beauty,53.19,7,18.62,390.95,1/14/2019,15:42,Ewallet,134.04,64,238.29,5
866-70-2814,B,Mandalay,Normal,Female,Electronic accessories,52.79,10,26.4,554.3,2/25/2019,11:58,Ewallet,190.04,64,337.86,10
160-22-2687,A,Yangon,Member,Female,Health and beauty,95.95,5,23.99,503.74,1/23/2019,14:21,Ewallet,153.52,68,326.23,8.8
895-03-6665,B,Mandalay,Normal,Female,Fashion accessories,36.51,9,16.43,345.02,2/16/2019,10:52,Cash,115.01,65,213.58,4.2
770-42-8960,B,Mandalay,Normal,Male,Food and beverages,21.12,8,8.45,177.41,1/1/2019,19:31,Cash,59.14,65,109.82,6.3
748-45-2862,A,Yangon,Member,Female,Home and lifestyle,28.31,4,5.66,118.9,3/7/2019,18:35,Cash,55.49,51,57.75,8.2
234-36-2483,B,Mandalay,Normal,Male,Health and beauty,57.59,6,17.28,362.82,2/15/2019,13:51,Cash,107.12,69,238.42,5.1
316-66-3011,A,Yangon,Member,Female,Food and beverages,47.63,9,21.43,450.1,1/23/2019,12:35,Cash,154.32,64,274.35,5
848-95-6252,C,Naypyitaw,Member,Female,Home and lifestyle,86.27,1,4.31,90.58,2/20/2019,13:24,Ewallet,39.68,54,46.59,7
840-76-5966,A,Yangon,Member,Male,Sports and travel,12.76,2,1.28,26.8,1/8/2019,18:06,Ewallet,8.42,67,17.1,7.8
152-03-4217,B,Mandalay,Normal,Female,Home and lifestyle,11.28,9,5.08,106.6,3/17/2019,11:55,Credit card,32.49,68,69.03,4.3
533-66-5566,B,Mandalay,Normal,Female,Home and lifestyle,51.07,7,17.87,375.36,1/12/2019,11:42,Cash,107.25,70,250.24,7
124-31-1458,A,Yangon,Member,Female,Electronic accessories,79.59,3,11.94,250.71,1/8/2019,14:30,Cash,85.96,64,152.81,6.6
176-78-1170,C,Naypyitaw,Member,Male,Health and beauty,33.81,3,5.07,106.5,1/26/2019,15:11,Ewallet,34.49,66,66.94,7.3
361-59-0574,B,Mandalay,Member,Male,Sports and travel,90.53,8,36.21,760.45,3/15/2019,14:48,Credit card,311.42,57,412.82,6.5
101-81-4070,C,Naypyitaw,Member,Female,Health and beauty,62.82,2,6.28,131.92,1/17/2019,12:36,Ewallet,37.69,70,87.95,4.9
631-34-1880,C,Naypyitaw,Member,Male,Food and beverages,24.31,3,3.65,76.58,1/8/2019,19:09,Credit card,31.36,57,41.57,4.3
852-82-2749,A,Yangon,Normal,Male,Sports and travel,64.59,4,12.92,271.28,1/6/2019,13:35,Ewallet,111.09,57,147.27,9.3
873-14-6353,A,Yangon,Member,Male,Food and beverages,24.82,7,8.69,182.43,2/16/2019,10:33,Credit card,64.28,63,109.46,7.1
584-66-4073,C,Naypyitaw,Normal,Male,Fashion accessories,56.5,1,2.83,59.33,3/13/2019,15:45,Ewallet,18.08,68,38.42,9.6
544-55-9589,B,Mandalay,Member,Female,Electronic accessories,21.43,10,10.72,225.02,1/28/2019,11:51,Cash,64.29,70,150.01,6.2
166-19-2553,A,Yangon,Member,Male,Sports and travel,89.06,6,26.72,561.08,1/18/2019,17:26,Cash,240.46,55,293.9,9.9
737-88-5876,A,Yangon,Member,Male,Home and lifestyle,23.29,4,4.66,97.82,3/19/2019,11:52,Credit card,31.67,66,61.49,5.9
154-87-7367,C,Naypyitaw,Normal,Male,Home and lifestyle,65.26,8,26.1,548.18,3/15/2019,14:04,Ewallet,198.39,62,323.69,6.3
885-56-0389,C,Naypyitaw,Member,Male,Fashion accessories,52.35,1,2.62,54.97,2/12/2019,17:49,Cash,19.89,62,32.46,4
608-05-3804,B,Mandalay,Member,Male,Electronic accessories,39.75,1,1.99,41.74,2/25/2019,20:19,Cash,17.89,55,21.86,6.1
448-61-3783,A,Yangon,Normal,Female,Electronic accessories,90.02,8,36.01,756.17,3/21/2019,16:08,Credit card,237.65,67,482.51,4.5
761-49-0439,B,Mandalay,Member,Female,Electronic accessories,12.1,8,4.84,101.64,1/19/2019,10:17,Ewallet,35.82,63,60.98,8.6
490-95-0021,B,Mandalay,Member,Female,Food and beverages,33.21,10,16.61,348.71,1/8/2019,14:25,Ewallet,122.88,63,209.22,6
115-38-7388,C,Naypyitaw,Member,Female,Fashion accessories,10.18,8,4.07,85.51,3/30/2019,12:51,Credit card,30.13,63,51.31,9.5
311-13-6971,B,Mandalay,Member,Male,Sports and travel,31.99,10,16,335.9,2/20/2019,15:18,Credit card,102.37,68,217.53,9.9
291-55-6563,A,Yangon,Member,Female,Home and lifestyle,34.42,6,10.33,216.85,3/30/2019,12:45,Ewallet,84.67,59,121.85,7.5
548-48-3156,A,Yangon,Member,Female,Food and beverages,83.34,2,8.33,175.01,3/19/2019,13:37,Cash,66.67,60,100.01,7.6
460-93-5834,A,Yangon,Normal,Male,Sports and travel,45.58,7,15.95,335.01,1/13/2019,10:03,Cash,108.48,66,210.58,5
325-89-4209,A,Yangon,Member,Male,Food and beverages,87.9,1,4.4,92.3,2/5/2019,19:42,Ewallet,43.95,50,43.95,6.7
884-80-6021,A,Yangon,Member,Female,Electronic accessories,73.47,10,36.74,771.44,3/23/2019,13:14,Ewallet,227.76,69,506.94,9.5
137-74-8729,C,Naypyitaw,Normal,Female,Fashion accessories,12.19,8,4.88,102.4,3/13/2019,12:47,Ewallet,41.93,57,55.59,6.8
880-46-5796,A,Yangon,Member,Male,Sports and travel,76.92,10,38.46,807.66,3/17/2019,19:53,Ewallet,323.06,58,446.14,5.6
389-70-2397,C,Naypyitaw,Normal,Female,Health and beauty,83.66,5,20.92,439.22,2/21/2019,10:26,Cash,133.86,68,284.44,7.2
114-35-5271,B,Mandalay,Normal,Female,Electronic accessories,57.91,8,23.16,486.44,2/7/2019,15:06,Cash,194.58,58,268.7,8.1
607-76-6216,C,Naypyitaw,Member,Female,Fashion accessories,92.49,5,23.12,485.57,3/2/2019,16:35,Credit card,217.35,53,245.1,8.6
715-20-1673,B,Mandalay,Normal,Male,Electronic accessories,28.38,5,7.1,149,3/6/2019,20:57,Cash,70.95,50,70.95,9.4
811-35-1094,B,Mandalay,Member,Male,Electronic accessories,50.45,6,15.14,317.84,2/6/2019,15:16,Credit card,136.22,55,166.49,8.9
699-88-1972,B,Mandalay,Normal,Male,Health and beauty,99.16,8,39.66,832.94,1/28/2019,17:47,Credit card,301.45,62,491.83,4.2
781-84-8059,C,Naypyitaw,Normal,Male,Fashion accessories,60.74,7,21.26,446.44,1/18/2019,16:23,Ewallet,174.32,59,250.86,5
409-49-6995,C,Naypyitaw,Member,Female,Food and beverages,47.27,6,14.18,297.8,2/5/2019,10:17,Cash,127.63,55,155.99,8.8
725-54-0677,C,Naypyitaw,Member,Male,Health and beauty,85.6,7,29.96,629.16,3/2/2019,13:50,Cash,191.74,68,407.46,5.3
146-09-5432,A,Yangon,Member,Male,Food and beverages,35.04,9,15.77,331.13,2/9/2019,19:17,Ewallet,122.99,61,192.37,4.6
377-79-7592,C,Naypyitaw,Member,Female,Electronic accessories,44.84,9,20.18,423.74,1/14/2019,14:00,Credit card,161.42,60,242.14,7.5
509-10-0516,B,Mandalay,Normal,Male,Home and lifestyle,45.97,4,9.19,193.07,2/9/2019,12:02,Ewallet,84.58,54,99.3,5.1
595-94-9924,A,Yangon,Member,Female,Health and beauty,27.73,5,6.93,145.58,3/26/2019,20:21,Credit card,54.07,61,84.58,4.2
865-41-9075,A,Yangon,Normal,Male,Food and beverages,11.53,7,4.04,84.75,1/28/2019,17:35,Cash,33.9,58,46.81,8.1
545-07-8534,C,Naypyitaw,Normal,Female,Health and beauty,58.32,2,5.83,122.47,2/14/2019,12:42,Ewallet,37.32,68,79.32,6
118-62-1812,C,Naypyitaw,Member,Female,Home and lifestyle,78.38,4,15.68,329.2,3/24/2019,17:56,Cash,112.87,64,200.65,7.9
450-42-3339,C,Naypyitaw,Normal,Male,Health and beauty,84.61,10,42.31,888.41,2/9/2019,18:58,Credit card,380.75,55,465.36,8.8
851-98-3555,B,Mandalay,Normal,Female,Health and beauty,82.88,5,20.72,435.12,3/24/2019,14:08,Credit card,145.04,65,269.36,6.6
186-71-5196,A,Yangon,Member,Female,Food and beverages,79.54,2,7.95,167.03,3/27/2019,16:30,Ewallet,49.31,69,109.77,6.2
624-01-8356,B,Mandalay,Normal,Female,Home and lifestyle,49.01,10,24.51,514.61,1/27/2019,10:44,Credit card,151.93,69,338.17,4.2
313-66-9943,B,Mandalay,Member,Female,Food and beverages,29.15,3,4.37,91.82,3/27/2019,20:29,Credit card,30.61,65,56.84,7.3
151-27-8496,C,Naypyitaw,Normal,Female,Electronic accessories,56.13,4,11.23,235.75,1/19/2019,11:43,Ewallet,80.83,64,143.69,8.6
453-33-6436,A,Yangon,Normal,Female,Home and lifestyle,93.12,8,37.25,782.21,2/7/2019,10:09,Cash,335.23,55,409.73,6.8
522-57-8364,A,Yangon,Member,Male,Fashion accessories,51.34,8,20.54,431.26,1/31/2019,10:00,Ewallet,131.43,68,279.29,7.6
459-45-2396,A,Yangon,Member,Female,Food and beverages,99.6,3,14.94,313.74,2/25/2019,18:45,Cash,89.64,70,209.16,5.8
717-96-4189,C,Naypyitaw,Normal,Female,Electronic accessories,35.49,6,10.65,223.59,2/2/2019,12:40,Cash,78.79,63,134.15,4.1
722-13-2115,C,Naypyitaw,Member,Male,Sports and travel,42.85,1,2.14,44.99,3/14/2019,15:36,Credit card,16.71,61,26.14,9.3
749-81-8133,A,Yangon,Normal,Female,Fashion accessories,94.67,4,18.93,397.61,3/11/2019,12:04,Cash,143.9,62,234.78,6.8
777-67-2495,B,Mandalay,Normal,Male,Home and lifestyle,68.97,3,10.35,217.26,2/22/2019,11:26,Ewallet,80.69,61,126.22,8.7
636-98-3364,B,Mandalay,Member,Female,Electronic accessories,26.26,3,3.94,82.72,3/2/2019,12:36,Ewallet,29.15,63,49.63,6.3
246-55-6923,C,Naypyitaw,Member,Female,Home and lifestyle,35.79,9,16.11,338.22,3/10/2019,15:06,Credit card,103.08,68,219.03,5.1
181-82-6255,B,Mandalay,Normal,Female,Home and lifestyle,16.37,6,4.91,103.13,2/8/2019,10:58,Cash,48.13,51,50.09,7
838-02-1821,C,Naypyitaw,Member,Female,Home and lifestyle,12.73,2,1.27,26.73,2/22/2019,12:10,Credit card,9.17,64,16.29,5.2
887-42-0517,C,Naypyitaw,Normal,Female,Sports and travel,83.14,7,29.1,611.08,1/10/2019,10:31,Credit card,267.71,54,314.27,6.6
457-12-0244,C,Naypyitaw,Member,Female,Sports and travel,35.22,6,10.57,221.89,3/14/2019,13:49,Ewallet,63.4,70,147.92,6.5
226-34-0034,B,Mandalay,Normal,Female,Electronic accessories,13.78,4,2.76,57.88,1/10/2019,11:10,Ewallet,17.09,69,38.03,9
321-49-7382,B,Mandalay,Member,Male,Sports and travel,88.31,1,4.42,92.73,2/15/2019,17:38,Credit card,40.62,54,47.69,5.2
397-25-8725,A,Yangon,Member,Female,Health and beauty,39.62,9,17.83,374.41,1/13/2019,17:54,Credit card,171.16,52,185.42,6.8
431-66-2305,B,Mandalay,Normal,Female,Electronic accessories,88.25,9,39.71,833.96,2/15/2019,20:51,Credit card,365.36,54,428.9,7.6
825-94-5922,B,Mandalay,Normal,Male,Sports and travel,25.31,2,2.53,53.15,3/2/2019,19:26,Ewallet,23.79,53,26.83,7.2
641-62-7288,B,Mandalay,Normal,Male,Home and lifestyle,99.92,6,29.98,629.5,3/24/2019,13:33,Ewallet,203.84,66,395.68,7.1
756-93-1854,C,Naypyitaw,Member,Female,Fashion accessories,83.35,2,8.34,175.04,2/2/2019,14:05,Credit card,73.35,56,93.35,9.5
243-55-8457,A,Yangon,Normal,Female,Food and beverages,74.44,10,37.22,781.62,2/27/2019,11:40,Ewallet,327.54,56,416.86,5.1
458-10-8612,C,Naypyitaw,Normal,Male,Health and beauty,64.08,7,22.43,470.99,1/20/2019,12:27,Ewallet,201.85,55,246.71,7.6
501-61-1753,B,Mandalay,Normal,Female,Home and lifestyle,63.15,6,18.95,397.85,1/3/2019,20:24,Ewallet,117.46,69,261.44,9.8
235-06-8510,C,Naypyitaw,Member,Male,Home and lifestyle,85.72,3,12.86,270.02,1/24/2019,20:59,Ewallet,92.58,64,164.58,5.1
433-08-7822,C,Naypyitaw,Normal,Female,Health and beauty,78.89,7,27.61,579.84,1/5/2019,19:48,Ewallet,265.07,52,287.16,7.5
361-85-2571,A,Yangon,Normal,Female,Sports and travel,89.48,5,22.37,469.77,3/30/2019,10:18,Cash,165.54,63,281.86,7.4
131-70-8179,A,Yangon,Member,Female,Health and beauty,92.09,3,13.81,290.08,2/17/2019,16:27,Cash,91.17,67,185.1,4.2
500-02-2261,C,Naypyitaw,Normal,Female,Food and beverages,57.29,6,17.19,360.93,3/21/2019,17:04,Ewallet,171.87,50,171.87,5.9
720-72-2436,A,Yangon,Normal,Male,Food and beverages,66.52,4,13.3,279.38,3/2/2019,18:14,Ewallet,106.43,60,159.65,6.9
702-83-5291,C,Naypyitaw,Member,Male,Fashion accessories,99.82,9,44.92,943.3,3/27/2019,10:43,Cash,296.47,67,601.91,6.6
809-69-9497,A,Yangon,Normal,Female,Home and lifestyle,45.68,10,22.84,479.64,1/19/2019,19:30,Ewallet,210.13,54,246.67,5.7
449-16-6770,A,Yangon,Normal,Male,Health and beauty,50.79,5,12.7,266.65,2/19/2019,14:53,Credit card,101.58,60,152.37,5.3
333-23-2632,A,Yangon,Member,Male,Health and beauty,10.08,7,3.53,74.09,3/28/2019,20:14,Cash,26.11,63,44.45,4.2
489-82-1237,A,Yangon,Normal,Female,Electronic accessories,93.88,7,32.86,690.02,1/5/2019,11:51,Credit card,236.58,64,420.58,7.3
859-97-6048,C,Naypyitaw,Member,Male,Electronic accessories,84.25,2,8.43,176.93,3/26/2019,14:13,Credit card,60.66,64,107.84,5.3
